L[erg/s]	M_ej[M_sun]	T_PWN[1e5K]	log(B)[G]	OIII[0.167]	S3[0.173]	SiII[0.233]	CII[0.233]	OII[0.247]	FeII[0.26]	MgII[0.28]	CaII[0.393]	S2[0.407]	MgI[0.456]	CI[0.462]	FeIII[0.466]	FeIII[0.499]	OIII[0.501]	FeII[0.502]	FeI[0.517]	OI[0.558]	CoIII[0.589]	OI[0.63]	S3[0.631]	S2[0.672]	NiIII[0.712]	CaII[0.729]	FeI[0.771]	FeI[0.835]	CaII[0.854]	S3[0.953]	CI[0.985]	CoII[1.02]	SI[1.08]	NiII[1.19]	FeII[1.26]	FeI[1.44]	SiI[1.65]	CoII[2.48]	FeII[4.12]	NiII[6.64]	ArII[6.99]	NiIII[7.35]	NiI[7.51]	ArIII[8.99]	NeII[12.8]	FeI[14.2]	S3[18.7]	FeIII[22.9]	FeI[24.0]	SI[25.2]	FeII[26.0]	SiII[34.8]	OIII[51.8]	OI[63.2]	SiI[68.5]	
1e+39	1.0	1	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36e+36	0	2.20e+37	2.21e+38	0	5.44e+37	1.00e+37	0	0	0	0	7.32e+36	0	0	
5e+39	10.0	10	14.2	0	0	0	0	0	0	0	0	0	1.23e+38	0	0	0	0	0	0	0	0	3.55e+38	0	0	0	4.53e+38	0	0	0	0	9.36e+37	0	0	0	6.66e+38	0	0	0	0	3.06e+38	2.07e+38	9.30e+37	0	0	1.86e+39	0	0	0	1.45e+38	1.57e+38	0	1.57e+38	4.05e+36	0	0	
1e+38	1.0	1	15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.90e+35	0	0	0	1.78e+37	0	0	5.40e+35	0	5.47e+35	8.22e+36	1.17e+37	3.86e+35	9.66e+36	0	
1e+38	1.5	10	15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.54e+36	1.27e+36	0	0	0	3.46e+37	3.29e+36	0	0	0	4.57e+36	8.46e+36	2.14e+37	1.77e+35	1.77e+37	0	
1e+40	10.0	10	14.1	0	0	0	0	0	0	0	0	1.07e+38	1.33e+38	0	0	0	2.46e+37	0	0	0	0	1.14e+39	0	0	0	1.77e+39	0	0	0	0	1.54e+38	0	1.45e+38	0	1.45e+39	0	0	0	0	5.24e+38	4.74e+38	1.72e+38	0	0	2.99e+39	0	0	0	0	0	0	1.66e+38	0	0	0	
1e+40	6.0	1	14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98e+38	2.34e+38	0	3.21e+38	2.85e+39	0	9.96e+37	5.75e+37	0	0	0	7.08e+37	2.20e+37	0	0	
5e+39	6.0	1	14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.24e+37	3.47e+38	5.03e+37	0	4.69e+37	1.65e+39	0	0	0	0	0	2.62e+37	8.40e+37	8.64e+36	1.01e+37	0	
5e+39	1.0	3	14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66e+39	0	0	0	0	0	0	0	0	5.27e+35	0	0	0	9.78e+38	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00e+37	0	0	0	0	0	0	0	0	0	0	0	
5e+38	4.0	1	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.04e+36	1.06e+37	0	0	0	1.24e+38	0	0	0	0	1.24e+37	4.40e+37	4.46e+37	5.27e+35	1.95e+37	0	
1e+39	1.5	10	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.60e+37	0	0	0	1.58e+37	0	0	0	0	1.41e+38	0	0	0	0	2.43e+37	6.24e+37	2.94e+37	0	1.44e+37	4.78e+38	0	0	0	0	0	0	2.70e+37	1.19e+37	3.30e+37	0	
1e+40	2.5	1	14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32e+38	0	3.36e+38	1.57e+39	0	3.05e+38	0	0	0	0	0	4.62e+37	0	0	
1e+38	4.0	3	15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69e+37	4.49e+36	0	0	0	1.45e+37	4.07e+36	2.59e+37	9.42e+34	1.51e+37	1.72e+36	
2e+39	2.5	3	14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.16e+35	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21e+37	1.42e+38	4.91e+37	0	4.55e+37	1.07e+39	0	0	0	0	0	4.49e+37	4.06e+37	1.36e+37	1.18e+37	0	
2e+38	4.0	3	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.84e+37	8.28e+36	0	0	0	2.16e+37	1.18e+37	3.99e+37	2.47e+35	2.07e+37	0	
5e+39	2.5	3	14.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16e+38	0	0	0	0	0	0	0	0	1.10e+36	0	0	0	8.52e+38	0	0	0	0	0	0	0	0	0	0	5.93e+37	1.66e+38	0	3.48e+38	1.62e+39	0	0	4.40e+37	0	0	0	0	0	0	0	
2e+38	10.0	10	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48e+36	0	0	0	0	4.31e+37	2.47e+37	0	0	0	4.67e+37	4.30e+36	3.04e+37	3.92e+34	2.66e+37	7.80e+36	
1e+38	1.5	1	15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78e+36	0	0	0	0	5.34e+36	1.21e+37	2.02e+37	8.04e+34	1.01e+37	0	
2e+39	4.0	3	14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.36e+35	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96e+37	1.47e+38	3.65e+37	0	0	1.09e+39	0	0	0	0	0	9.66e+37	6.36e+37	6.54e+36	4.06e+37	0	
5e+39	2.5	10	14.2	0	0	0	0	3.39e+37	0	1.48e+38	0	2.01e+38	0	0	0	0	5.69e+38	0	0	0	0	1.18e+37	0	0	0	1.54e+38	0	0	0	7.38e+38	0	0	0	0	2.58e+38	0	0	0	0	0	1.54e+38	1.72e+38	0	2.21e+38	1.62e+39	0	0	1.02e+38	0	0	0	0	0	0	0	
2e+38	6.0	10	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.17e+36	0	0	2.63e+36	0	5.83e+37	1.94e+37	0	0	0	3.18e+37	5.48e+36	3.33e+37	7.86e+34	2.96e+37	4.61e+36	
1e+40	1.5	3	14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97e+39	0	0	0	0	0	0	0	0	7.62e+35	0	0	0	2.26e+39	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69e+38	7.50e+37	0	0	0	0	0	0	0	0	0	0	
1e+38	10.0	10	15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41e+36	0	0	0	0	0	0	0	0	0	0	2.75e+37	0	0	5.37e+37	2.45e+37	1.17e+37	1.61e+37	0	4.38e+38	9.84e+37	0	0	0	9.24e+37	3.57e+37	8.82e+37	3.51e+35	5.81e+37	0	
2e+38	6.0	1	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83e+37	4.91e+36	0	0	0	2.35e+37	1.38e+37	3.68e+37	7.68e+34	1.26e+37	0	
5e+38	2.5	10	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85e+36	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92e+37	1.69e+37	1.11e+37	0	0	2.50e+38	6.60e+36	0	0	0	1.02e+37	6.90e+37	4.23e+37	8.58e+35	3.54e+37	0	
1e+39	6.0	10	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.36e+36	0	0	0	0	0	0	0	0	0	0	1.24e+37	0	0	4.98e+37	3.17e+37	1.66e+37	0	0	4.86e+38	6.30e+37	0	0	0	5.07e+37	7.20e+37	8.28e+37	6.84e+35	5.93e+37	0	
5e+38	4.0	3	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44e+37	1.08e+37	0	0	0	2.18e+38	0	0	0	0	2.58e+37	4.83e+37	5.30e+37	8.34e+35	2.93e+37	0	
1e+38	2.5	1	15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78e+36	0	0	0	0	5.36e+36	1.21e+37	2.02e+37	8.04e+34	1.01e+37	0	
1e+40	1.5	1	14.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97e+38	0	0	0	0	0	0	0	0	0	0	0	5.36e+37	0	2.29e+38	5.68e+38	0	0	0	0	0	0	0	1.59e+38	0	0	
5e+39	1.0	10	14.2	0	0	0	0	1.66e+37	0	0	0	0	0	0	0	0	1.98e+39	0	0	0	0	0	0	0	0	1.87e+36	0	0	0	1.91e+39	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15e+38	2.25e+38	0	0	0	0	0	0	0	0	0	0	
5e+38	6.0	10	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14e+35	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80e+37	1.05e+37	5.03e+36	6.48e+36	0	2.18e+38	4.26e+37	0	0	0	4.37e+37	1.86e+37	5.92e+37	2.71e+35	4.43e+37	7.08e+36	
1e+38	4.0	1	15.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.07e+36	1.41e+36	0	0	0	9.78e+36	6.24e+36	2.28e+37	4.58e+34	9.60e+36	0	
2e+38	4.0	1	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32e+37	0	0	0	0	1.40e+37	2.23e+37	3.37e+37	1.27e+35	1.35e+37	0	
1e+39	4.0	3	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.85e+37	4.26e+37	1.29e+37	0	0	5.24e+38	0	0	0	0	1.40e+37	7.62e+37	5.86e+37	2.26e+36	3.65e+37	0	
2e+39	1.5	10	14.4	0	0	0	0	2.16e+36	0	2.10e+37	0	5.30e+37	0	0	0	0	1.71e+38	0	0	0	0	2.22e+36	0	0	0	4.09e+37	0	0	0	3.02e+38	0	0	0	0	8.22e+37	0	0	0	0	0	5.86e+37	8.04e+37	0	1.12e+38	7.86e+38	0	0	3.98e+37	0	0	0	1.86e+37	0	0	0	
5e+38	6.0	1	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.34e+36	8.16e+36	0	0	0	9.84e+37	0	0	0	0	3.00e+37	5.25e+37	5.72e+37	2.88e+35	1.87e+37	0	
2e+39	10.0	1	14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.94e+37	1.01e+38	0	0	0	5.67e+38	0	0	0	0	5.40e+37	1.40e+38	1.02e+38	1.07e+36	2.38e+37	0	
1e+39	6.0	1	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70e+37	3.45e+37	0	0	0	2.82e+38	0	0	0	0	2.30e+37	7.32e+37	6.60e+37	8.10e+35	2.25e+37	0	
1e+39	2.5	10	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14e+37	0	0	0	0	0	0	0	0	1.58e+38	0	0	0	0	3.77e+37	4.81e+37	2.70e+37	0	0	5.02e+38	0	0	0	0	0	0	4.41e+37	2.71e+36	5.19e+37	0	
2e+38	10.0	3	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.66e+37	1.77e+37	0	0	0	4.56e+37	5.38e+36	3.66e+37	7.92e+34	1.74e+37	5.88e+36	
2e+38	1.5	1	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56e+36	0	0	0	4.73e+37	0	0	0	0	1.17e+36	1.43e+37	1.86e+37	6.00e+35	1.32e+37	0	
2e+39	6.0	1	14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.38e+37	1.09e+38	1.07e+37	0	0	6.54e+38	0	0	0	0	1.02e+37	7.38e+37	7.62e+37	2.29e+36	2.40e+37	0	
2e+38	2.5	10	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01e+33	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43e+36	3.56e+36	0	0	0	8.22e+37	9.96e+36	0	0	0	1.12e+37	1.26e+37	3.38e+37	2.42e+35	2.71e+37	0	
5e+39	4.0	10	14.2	0	0	0	0	0	0	0	0	8.88e+37	0	0	0	0	6.72e+37	0	0	0	0	3.63e+38	0	0	0	8.28e+38	0	0	0	7.56e+37	0	0	0	0	6.90e+38	0	0	0	0	1.68e+38	3.10e+38	1.06e+38	0	0	1.75e+39	0	0	0	0	0	0	7.14e+37	0	0	0	
1e+39	2.5	3	14.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77e+34	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58e+37	5.81e+37	1.61e+37	0	0	5.52e+38	0	0	0	0	0	4.86e+37	3.98e+37	4.70e+36	2.82e+37	0	
5e+38	1.0	1	14.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00e+36	2.85e+36	0	6.78e+36	1.55e+38	0	8.64e+36	6.06e+36	0	0	3.06e+36	1.14e+37	3.61e+36	0	0	
2e+39	6.0	3	14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.99e+35	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02e+38	1.16e+38	3.17e+37	0	0	1.05e+39	0	0	0	0	2.47e+37	1.42e+38	8.88e+37	3.52e+36	4.81e+37	0	
2e+38	1.5	3	14.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21e+36	3.83e+36	0	0	0	8.64e+37	0	0	1.90e+36	0	4.09e+36	2.01e+37	2.19e+37	9.42e+35	1.78e+37	0	
